unique_id,race,race_imputed,imputation_probability,date,city,state,zip,county,agencies,highest_force,armed,weapon,aggressive,fleeing,intended_use_of_force,GEOID,NAME,IncomeE,IncomeM,Total_popE,Total_popM,NH_WhiteE,NH_WhiteM,NH_BlackE,NH_BlackM,NH_AsianE,NH_AsianM,Hisp_LatinoE,Hisp_LatinoM,income_tertile,income_quartile,income_quintiles,income_quintiles_nolab,income_sextile,income_septile,income_octile,income_nonile,income_decile,income_15_quant,income_ventile,income_50_quantiles,income_bins,income_bins_100,NH_WhiteP,NH_BlackP,NH_AsianP,Hisp_LatinoP,Majority
16942,White,White,NA,2015-11-28,Seagoville,TX,75159,Dallas,Seagoville Police Department,Gunshot,Armed,Firearm/Gun,Advanced toward officer(s),Not fleeing,Deadly force,48113017006,"Census Tract 170.06, Dallas County, Texas",54400,11998,5830,1014,3091,560,492,110,0,20,2118,959,2,2,2nd Quintile,2,3,3,4,4,4,6,8,19,76,38,0.530188679245283,0.08439108061749571,0,0.3632933104631218,White
16941,White,White,NA,2015-11-27,Lampe,MO,65681,Stone,Stone County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,29209090401,"Census Tract 904.01, Stone County, Missouri",47045,14510,2578,476,2547,476,31,27,0,12,0,12,1,2,2nd Quintile,2,2,2,3,3,3,4,6,13,52,26,0.9879751745539178,0.012024825446082235,0,0,White
16939,White,White,NA,2015-11-26,Paradise,CA,95969,Butte,Paradise Police Department,Gunshot,Unarmed,None,None,Not fleeing,Deadly force,06007002200,"Census Tract 22, Butte County, California",67711,12156,4331,573,3734,536,2,4,56,70,292,220,2,3,3rd Quintile,3,4,4,5,6,6,9,12,29,115,58,0.8621565458323712,4.617871161394597e-4,0.012930039251904871,0.06742091895636111,White
16937,White,White,NA,2015-11-25,Ozark,MO,65721,Christian,Nixa Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,29043020302,"Census Tract 203.02, Christian County, Missouri",52485,10714,5361,612,4960,594,160,96,0,17,127,133,2,2,2nd Quintile,2,3,3,3,4,4,6,7,18,70,35,0.9252005222906174,0.029845178138407015,0,0.023689610147360568,White
16938,White,White,NA,2015-11-25,Eagar,AZ,85925,Apache,Eagar Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,04001970501,"Census Tract 9705.01, Apache County, Arizona",58889,11178,5582,433,4364,457,7,15,0,19,1033,347,2,2,3rd Quintile,3,3,4,4,5,5,7,9,23,90,45,0.7817986384808312,0.0012540308133285561,0,0.1850591185954855,White
16932,White,White,NA,2015-11-24,Las Vegas,NV,89169,Clark,Las Vegas Metropolitan Police Department,Gunshot,Armed,Firearm/Replica firearm,Brandished weapon,Fleeing/Foot,Deadly force,32003002404,"Census Tract 24.04, Clark County, Nevada",25214,3903,4725,713,891,432,1853,520,211,104,1573,501,1,1,1st Quintile,1,1,1,1,1,1,1,1,2,7,4,0.18857142857142858,0.39216931216931217,0.04465608465608466,0.33291005291005293,NA
16933,Black,Black,NA,2015-11-24,Camden,NJ,08104,Camden,Camden County Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,34007609206,"Census Tract 6092.06, Camden County, New Jersey",89448,39436,4894,822,1940,743,1988,408,145,152,623,199,3,4,4th Quintile,4,5,6,7,7,8,12,16,39,156,78,0.39640375970576214,0.4062116877809563,0.029628116060482223,0.12729873314262363,NA
16934,White,White,NA,2015-11-24,Columbia Heights,MN,55421,Anoka,"Columbia Heights Police Department, Fridley Police Department",Gunshot,Armed,Firearm/Pellet gun,Brandished weapon,Not fleeing,Deadly force,27003051400,"Census Tract 514, Anoka County, Minnesota",55455,7305,5314,560,2754,340,1693,489,304,160,450,209,2,2,2nd Quintile,2,3,3,4,4,4,6,8,20,80,40,0.5182536695521265,0.3185923974407226,0.05720737674068498,0.08468197214904027,White
16930,Hispanic/Latino,Hispanic/Latino,NA,2015-11-23,Corpus Christi,TX,78415,Nueces,Corpus Christi Police Department,Gunshot,Armed,Edged weapon/Knife,Uncertain,Not fleeing,Deadly force,48355002301,"Census Tract 23.01, Nueces County, Texas",48625,11171,3948,436,564,231,71,96,10,16,3303,456,1,2,2nd Quintile,2,2,2,3,3,3,5,6,15,57,29,0.14285714285714285,0.017983789260385005,0.0025329280648429585,0.8366261398176292,Hispanic/Latino
16931,White,White,NA,2015-11-23,Columbus,OH,43204,Franklin,Columbus Division of Police,Gunshot,Armed,Firearm/Handgun,Reached to waist,Fleeing/Foot,Deadly force,39049004700,"Census Tract 47, Franklin County, Ohio",30793,8558,5636,1171,2439,683,1840,761,0,17,1251,630,1,1,1st Quintile,1,1,1,1,1,1,1,2,4,13,7,0.43275372604684176,0.32647267565649396,0,0.22196593328601846,NA
16927,White,White,NA,2015-11-22,Reno,NV,89502,Washoe,Reno Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,32031000900,"Census Tract 9, Washoe County, Nevada",29828,6951,4808,755,1367,482,220,149,94,77,3084,656,1,1,1st Quintile,1,1,1,1,1,1,1,2,3,12,6,0.28431780366056575,0.045757071547420966,0.019550748752079867,0.6414309484193012,Hispanic/Latino
16928,White,White,NA,2015-11-22,Fontana,CA,92337,San Bernardino,Fontana Police Department,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,06071002609,"Census Tract 26.09, San Bernardino County, California",56176,20901,4100,1319,1079,922,101,129,110,214,2685,933,2,2,3rd Quintile,3,3,3,4,4,5,7,9,21,82,41,0.2631707317073171,0.024634146341463416,0.026829268292682926,0.6548780487804878,Hispanic/Latino
16929,Hispanic/Latino,Hispanic/Latino,NA,2015-11-22,Denver,CO,80219,Denver,Denver Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,08031001301,"Census Tract 13.01, Denver County, Colorado",58190,10105,5570,1077,1669,747,63,77,366,239,3394,784,2,2,3rd Quintile,3,3,4,4,4,5,7,9,22,88,44,0.29964093357271093,0.011310592459605027,0.06570915619389588,0.6093357271095152,Hispanic/Latino
16926,White,White,NA,2015-11-21,Colbert,OK,74733,Bryan,Colbert Police Department,Gunshot,Unarmed,None,Struggled,Not fleeing,Deadly force,40013796600,"Census Tract 7966, Bryan County, Oklahoma",50994,9856,6330,516,4819,475,142,61,11,14,468,188,1,2,2nd Quintile,2,2,3,3,3,4,5,7,16,64,32,0.7612954186413902,0.022432859399684046,0.0017377567140600316,0.07393364928909953,White
16923,White,White,NA,2015-11-20,Dallas,GA,30157,Paulding,Paulding County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,13223120206,"Census Tract 1202.06, Paulding County, Georgia",53529,1037,3676,683,1660,460,1536,596,0,14,294,246,2,2,2nd Quintile,2,3,3,3,4,4,6,8,19,73,37,0.4515778019586507,0.4178454842219804,0,0.07997823721436344,NA
16924,White,White,NA,2015-11-20,Palmetto,GA,30268,Coweta,Coweta County Sheriff's Office,Tasered,Unarmed,None,Struggled,Not fleeing,Less-than-lethal force,13077170408,"Census Tract 1704.08, Coweta County, Georgia",116641,12068,8403,1011,7165,1034,509,131,287,220,442,341,3,4,5th Quintile,5,6,7,8,9,10,14,19,46,181,91,0.85267166488159,0.06057360466500059,0.03415446864215161,0.05260026181125788,White
16925,Hispanic/Latino,Hispanic/Latino,NA,2015-11-20,Fontana,CA,92336,San Bernardino,Fontana Police Department,Gunshot,Armed,Firearm/Handgun,Reached to waist,Not fleeing,Deadly force,06071002307,"Census Tract 23.07, San Bernardino County, California",69332,16356,5619,1026,1046,534,115,108,290,189,4079,793,2,3,3rd Quintile,3,4,5,5,6,6,9,12,30,118,59,0.18615411995016906,0.020466275137924896,0.05161060686954974,0.7259298807617014,Hispanic/Latino
16918,Black,Black,NA,2015-11-19,Washington,DC,20019,District of Columbia,Washington Metropolitan Police Department,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,11001007808,"Census Tract 78.08, District of Columbia, District of Columbia",47159,24640,4322,845,18,28,3962,780,0,13,250,231,1,2,2nd Quintile,2,2,2,3,3,3,4,6,14,53,27,0.0041647385469689956,0.9167052290606201,0,0.05784359093012494,Black
16919,Black,Black,NA,2015-11-19,Barstow,CA,92311,San Bernardino,San Bernardino County Sheriff's Office,Gunshot,Unarmed,None,Struggled,Fleeing/Foot,Deadly force,06071009400,"Census Tract 94, San Bernardino County, California",25800,9255,3266,605,819,324,539,300,30,37,1514,456,1,1,1st Quintile,1,1,1,1,1,1,1,1,2,7,4,0.2507654623392529,0.16503368034292712,0.009185548071034905,0.46356399265156156,NA
16920,Black,Black,NA,2015-11-19,Fort Pierce,FL,34947,St. Lucie,Fort Pierce Police Department,Gunshot,Armed,Edged weapon/Knife,Brandished weapon,Not fleeing,Deadly force,12111380400,"Census Tract 3804, St. Lucie County, Florida",40893,13295,6548,1274,1484,526,3163,1133,21,35,1689,724,1,1,1st Quintile,1,2,2,2,2,2,3,4,9,34,17,0.22663408674404398,0.48304825901038484,0.003207086133170434,0.25794135613927915,NA
16921,Black,Black,NA,2015-11-19,Bradenton,FL,34203,Manatee,Manatee County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,12081000305,"Census Tract 3.05, Manatee County, Florida",50746,17150,6748,1470,1172,352,1353,925,0,20,4199,1199,1,2,2nd Quintile,2,2,3,3,3,4,5,7,16,63,32,0.17368109069353882,0.20050385299347956,0,0.6222584469472436,Hispanic/Latino
16915,Black,Black,NA,2015-11-18,Benton Harbor,MI,49022,Berrien,Michigan State Police,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,26021002100,"Census Tract 21, Berrien County, Michigan",24235,3268,2200,394,726,237,1136,352,0,11,221,164,1,1,1st Quintile,1,1,1,1,1,1,1,1,2,6,3,0.33,0.5163636363636364,0,0.10045454545454545,Black
16916,Black,Black,NA,2015-11-18,Opa-locka,FL,33054,Miami-Dade,Opa-locka Police Department,Gunshot,Armed,Blunt object/Stick,Used weapon,Not fleeing,Deadly force,12086000508,"Census Tract 5.08, Miami-Dade County, Florida",16635,6741,3286,703,0,14,2338,710,0,14,941,426,1,1,1st Quintile,1,1,1,1,1,1,1,1,1,2,1,0,0.711503347534997,0,0.2863664029214851,Black
30166,Black,Black,NA,2015-11-18,Portage,IN,46368,Porter,Hammond Police Department,Gunshot,NA,NA,NA,NA,Deadly force,18127050407,"Census Tract 504.07, Porter County, Indiana",70824,11783,3249,446,2464,352,219,218,24,28,525,160,2,3,4th Quintile,4,4,5,5,6,7,10,13,31,122,61,0.7583871960603262,0.06740535549399815,0.007386888273314866,0.1615881809787627,White
16906,Black,Black,NA,2015-11-17,Miami,FL,33177,Miami-Dade,Miami-Dade Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Foot,Deadly force,12086010209,"Census Tract 102.09, Miami-Dade County, Florida",62531,21271,6370,1050,602,307,1848,874,64,77,3751,549,2,2,3rd Quintile,3,3,4,4,5,5,8,10,25,100,50,0.0945054945054945,0.29010989010989013,0.010047095761381476,0.5888540031397175,Hispanic/Latino
16907,White,White,NA,2015-11-17,Weatherford,TX,76087,Parker,Weatherford Police Department,Gunshot,Unarmed,None,Sudden threatening movement,Fleeing/Vehicle,Deadly force,48367140603,"Census Tract 1406.03, Parker County, Texas",71212,22703,7676,938,6057,916,151,182,20,33,1258,353,2,3,4th Quintile,4,4,5,5,6,7,10,13,31,123,62,0.7890828556539865,0.019671704012506515,0.0026055237102657635,0.1638874413757165,White
16908,Black,Black,NA,2015-11-17,Houston,TX,77038,Harris,Harris County Sheriff's Office,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,48201533600,"Census Tract 5336, Harris County, Texas",32369,5164,4799,521,104,52,1088,376,284,188,3323,417,1,1,1st Quintile,1,1,1,1,1,1,2,2,4,16,8,0.02167118149614503,0.22671389872890185,0.05917899562408835,0.6924359241508647,Hispanic/Latino
16909,White,White,NA,2015-11-17,Little Egg Harbor Township,NJ,08087,Ocean,Little Egg Harbor Township Police Department,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,34029736107,"Census Tract 7361.07, Ocean County, New Jersey",60890,13342,5429,1039,4420,640,303,330,123,195,103,95,2,2,3rd Quintile,3,3,4,4,5,5,8,10,24,96,48,0.8141462516117148,0.0558113833118438,0.022656106096887087,0.01897218640633634,White
16910,White,White,NA,2015-11-17,Arlington,GA,39813,Calhoun,Early County Sheriff's Office,Gunshot,Unarmed,None,Struggled,Not fleeing,Deadly force,13037950200,"Census Tract 9502, Calhoun County, Georgia",41094,8322,3081,254,892,138,1992,197,54,60,105,80,1,1,1st Quintile,1,2,2,2,2,2,3,4,9,35,18,0.2895163907822136,0.6465433300876339,0.017526777020447908,0.034079844206426485,Black
16911,Black,Black,NA,2015-11-17,Cayce,SC,29033,Lexington,Cayce Department of Public Safety,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,45063020201,"Census Tract 202.01, Lexington County, South Carolina",65031,18939,2549,309,2003,295,243,142,86,55,42,49,2,3,3rd Quintile,3,4,4,5,5,6,9,11,27,107,54,0.7857983522950176,0.09533150255001961,0.03373872106708513,0.01647704982346018,White
16904,White,White,NA,2015-11-16,Dalton,GA,30721,Whitfield,Whitfield County Sheriff's Office,Gunshot,Unarmed,None,None/Police alleged vehicular assault,Fleeing/Vehicle,Deadly force,13313001100,"Census Tract 11, Whitfield County, Georgia",36700,6970,4972,952,2393,477,108,100,0,14,2422,832,1,1,1st Quintile,1,1,1,1,2,2,2,3,6,24,12,0.48129525341914725,0.02172164119066774,0,0.48712791633145613,NA
16905,White,White,NA,2015-11-16,Crockett,TX,75835,Leon,"Texas Department of Public Safety, Leon County Sheriff's Office",Gunshot,Unarmed,None,None,Fleeing/Vehicle,Deadly force,48225950200,"Census Tract 9502, Houston County, Texas",43158,8344,1211,191,730,131,298,153,11,22,169,111,1,1,2nd Quintile,2,2,2,2,2,3,4,5,11,41,21,0.6028075970272502,0.24607762180016515,0.009083402146985962,0.13955408753096615,White
16899,White,White,NA,2015-11-15,Spring Lake,NC,28390,Cumberland,Harnett County Sheriff's Office,Gunshot,Unarmed,None,Struggled,Not fleeing,Deadly force,37085071204,"Census Tract 712.04, Harnett County, North Carolina",79361,4490,8566,1129,5212,1058,1424,326,182,111,1172,493,3,3,4th Quintile,4,5,5,6,7,7,11,14,35,139,70,0.6084520196124212,0.1662386177912678,0.02124678963343451,0.1368199859911277,White
16900,Black,Black,NA,2015-11-15,Minneapolis,MN,55411,Hennepin,Minneapolis Police Department,Gunshot,Unarmed,None,Struggled,Not fleeing,Deadly force,27053102800,"Census Tract 1028, Hennepin County, Minnesota",40476,7300,3331,581,591,204,1753,564,391,209,214,141,1,1,1st Quintile,1,1,2,2,2,2,3,4,9,33,17,0.1774241969378565,0.5262683878715101,0.11738216751726209,0.06424497148003602,Black
16901,Black,Black,NA,2015-11-15,Oakland,CA,94603,Alameda,Oakland Police Department,Gunshot,Armed,Firearm/Pellet gun,Brandished weapon,Not fleeing,Deadly force,06001409700,"Census Tract 4097, Alameda County, California",42285,15053,5226,869,300,178,1625,366,48,50,2496,560,1,1,1st Quintile,1,2,2,2,2,2,3,4,10,39,20,0.0574052812858783,0.31094527363184077,0.009184845005740528,0.47761194029850745,NA
16902,Black,Black,NA,2015-11-15,Philadelphia,PA,19144,Philadelphia,Philadelphia Housing Authority Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,42101024000,"Census Tract 240, Philadelphia County, Pennsylvania",54266,5633,3667,668,1295,574,1890,327,99,49,229,139,2,2,2nd Quintile,2,3,3,4,4,4,6,8,19,76,38,0.35314971366239434,0.5154076902099809,0.026997545677665668,0.06244886828470139,Black
16897,Hispanic/Latino,Hispanic/Latino,NA,2015-11-14,Jurupa Valley,CA,92509,Riverside,Riverside County Sheriff's Department,Gunshot,Armed,Blunt object/Hammer,Advanced toward officer(s),Not fleeing,Deadly force,06065040101,"Census Tract 401.01, Riverside County, California",86538,20913,3856,430,434,176,359,201,13,19,3030,440,3,4,4th Quintile,4,5,6,7,7,8,12,16,38,152,76,0.11255186721991702,0.09310165975103735,0.0033713692946058093,0.7857883817427386,Hispanic/Latino
16898,Black,Black,NA,2015-11-14,Washington,DC,20002,District of Columbia,Baltimore County Police Department,Gunshot,Armed,Edged weapon/Knife,Brandished weapon,Not fleeing,Deadly force,11001010603,"Census Tract 106.03, District of Columbia, District of Columbia",117945,16694,1864,593,1383,586,303,262,21,26,120,80,3,4,5th Quintile,5,6,7,8,9,10,14,19,46,182,91,0.7419527896995708,0.16255364806866954,0.011266094420600859,0.06437768240343347,White
16894,White,White,NA,2015-11-13,Trenton,TN,38382,Gibson,Gibson County Sheriff's Office,Gunshot,Armed,Firearm/Replica firearm,Brandished weapon,Not fleeing,Deadly force,47053966300,"Census Tract 9663, Gibson County, Tennessee",50385,21379,2495,343,2093,306,337,264,7,12,26,28,1,2,2nd Quintile,2,2,3,3,3,4,5,7,16,62,31,0.8388777555110221,0.13507014028056114,0.0028056112224448897,0.010420841683366733,White
16895,White,White,NA,2015-11-13,Eden,GA,31307,Effingham,Effingham County Sheriff's Office,Gunshot,Armed,Firearm/Gun,Used weapon,Fleeing/Foot,Deadly force,13103030401,"Census Tract 304.01, Effingham County, Georgia",71047,5990,4773,728,4236,724,161,148,58,71,242,237,2,3,4th Quintile,4,4,5,5,6,7,10,13,31,122,61,0.8874921433060968,0.03373140582442908,0.012151686570291222,0.05070186465535303,White
16896,Hispanic/Latino,Hispanic/Latino,NA,2015-11-13,Jurupa Valley,CA,91752,Riverside,Riverside County Sheriff's Department,Gunshot,Unarmed,None,Struggled,Not fleeing,Deadly force,06065040503,"Census Tract 405.03, Riverside County, California",45625,10701,3850,501,1106,277,452,218,95,68,2118,435,1,1,2nd Quintile,2,2,2,2,3,3,4,5,12,48,24,0.2872727272727273,0.1174025974025974,0.024675324675324677,0.5501298701298701,Hispanic/Latino
16891,Hispanic/Latino,Hispanic/Latino,NA,2015-11-12,Sunnyvale,CA,94086,Santa Clara,Sunnyvale Department of Public Safety,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,06085509107,"Census Tract 5091.07, Santa Clara County, California",133667,25985,4969,556,1141,230,224,209,2269,462,1197,339,3,4,5th Quintile,5,6,7,8,9,10,15,19,48,189,95,0.22962366673374923,0.04507949285570537,0.4566311128999799,0.2408935399476756,NA
16886,Black,Black,NA,2015-11-11,Baltimore,MD,21215,Baltimore City,Baltimore Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,24510271802,"Census Tract 2718.02, Baltimore city, Maryland",40256,10632,1885,513,18,20,1849,517,0,13,13,18,1,1,1st Quintile,1,1,2,2,2,2,3,4,9,33,17,0.009549071618037135,0.9809018567639257,0,0.006896551724137931,Black
16887,Hispanic/Latino,Hispanic/Latino,NA,2015-11-11,Albuquerque,NM,87105,Bernalillo,Bernalillo County Sheriff's Office,Gunshot,Uncertain,Uncertain,None,Fleeing/Vehicle,Deadly force,35001004300,"Census Tract 43, Bernalillo County, New Mexico",30546,4858,5277,767,781,162,158,126,0,18,4237,774,1,1,1st Quintile,1,1,1,1,1,1,1,2,4,13,7,0.14800075800644305,0.029941254500663254,0,0.8029183248057609,Hispanic/Latino
16888,Hispanic/Latino,Hispanic/Latino,NA,2015-11-11,San Francisco,CA,94110,San Francisco,San Francisco Police Department,Gunshot,Armed,Firearm/Shotgun,Used weapon,Not fleeing,Deadly force,06075025300,"Census Tract 253, San Francisco County, California",149353,17849,4601,941,2063,221,48,43,611,169,1516,670,3,4,5th Quintile,5,6,7,8,9,10,15,20,49,193,97,0.44838078678548143,0.010432514670723756,0.13279721799608782,0.32949358835035863,NA
16889,White,White,NA,2015-11-11,Aiken,SC,29801,Aiken,Aiken County Sheriff's Office,Gunshot,Armed,Firearm/Gun,Brandished weapon,Not fleeing,Deadly force,45003021401,"Census Tract 214.01, Aiken County, South Carolina",48046,19520,2619,676,502,296,2011,629,0,13,59,89,1,2,2nd Quintile,2,2,2,3,3,3,5,6,14,55,28,0.191676212294769,0.7678503245513555,0,0.022527682321496753,Black
16882,White,White,NA,2015-11-10,Brighton,CO,80601,Adams,"Adams County Sheriff's Office, Longmont Police Department",Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Vehicle,Deadly force,08001008552,"Census Tract 85.52, Adams County, Colorado",82844,10445,4147,531,2535,490,120,105,67,63,1183,293,3,3,4th Quintile,4,5,6,6,7,8,11,15,37,146,73,0.6112852664576802,0.02893658066071859,0.016156257535567882,0.2852664576802508,White
16883,Hispanic/Latino,Hispanic/Latino,NA,2015-11-10,Chico,CA,95928,Butte,Chico Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,06007001100,"Census Tract 11, Butte County, California",40337,12806,4272,767,2772,600,0,13,187,137,1064,498,1,1,1st Quintile,1,1,2,2,2,2,3,4,9,33,17,0.648876404494382,0,0.04377340823970038,0.24906367041198502,White
16884,White,White,NA,2015-11-10,Dillon,MT,59725,Beaverhead,Beaverhead County Sheriff's Office,Gunshot,Armed,Firearm/Rifle,Brandished weapon,Not fleeing,Deadly force,30001000100,"Census Tract 1, Beaverhead County, Montana",54432,6405,1247,180,1127,152,0,11,0,11,85,81,2,2,2nd Quintile,2,3,3,4,4,4,6,8,19,76,38,0.9037690457097033,0,0,0.0681635926222935,White
16885,White,White,NA,2015-11-10,Colorado Springs,CO,80919,El Paso,Colorado Springs Police Department,Gunshot,Armed,Firearm/Replica firearm,Brandished weapon,Not fleeing,Deadly force,08041003713,"Census Tract 37.13, El Paso County, Colorado",107034,10493,4868,938,4423,972,0,12,108,116,128,96,3,4,5th Quintile,5,6,7,7,8,9,14,18,44,174,87,0.9085866885784717,0,0.02218570254724733,0.02629416598192276,White
16875,Hispanic/Latino,Hispanic/Latino,NA,2015-11-09,Los Angeles,CA,91325,Los Angeles,Los Angeles Police Department,Gunshot,Armed,Other/Bean-bag shotgun,Used weapon,Not fleeing,Deadly force,06037131200,"Census Tract 1312, Los Angeles County, California",89507,14841,3537,559,1975,535,112,86,128,57,1308,204,3,4,4th Quintile,4,5,6,7,7,8,12,16,39,156,78,0.5583828102912073,0.03166525303929884,0.03618886061634153,0.36980491942324,White
16876,Hispanic/Latino,Hispanic/Latino,NA,2015-11-09,San Jose,CA,95124,Santa Clara,San Jose Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,06085502908,"Census Tract 5029.08, Santa Clara County, California",126917,31558,6617,545,3524,446,0,19,1095,288,1741,406,3,4,5th Quintile,5,6,7,8,9,10,14,19,47,186,93,0.5325676288348195,0,0.16548284721172737,0.2631101707722533,White
16877,Black,Black,NA,2015-11-09,Spartanburg,SC,29301,Spartanburg,Spartanburg Methodist College Campus Safety Department,Gunshot,Unarmed,None,None,Fleeing/Vehicle,Deadly force,45083021700,"Census Tract 217, Spartanburg County, South Carolina",23843,4547,4415,591,1269,238,2079,446,4,10,962,401,1,1,1st Quintile,1,1,1,1,1,1,1,1,2,5,3,0.28742921857304643,0.4708946772366931,9.060022650056625e-4,0.21789354473386183,NA
16878,White,White,NA,2015-11-09,Orlando,WV,26412,Lewis,"West Virginia State Police, U.S. Marshals Service",Gunshot,Armed,Firearm/Rifle,Used weapon,Not fleeing,Deadly force,54041967600,"Census Tract 9676, Lewis County, West Virginia",36144,12154,3209,369,2947,331,0,12,0,12,30,46,1,1,1st Quintile,1,1,1,1,2,2,2,3,6,23,12,0.9183546276098473,0,0,0.009348706762231224,White
16879,Hispanic/Latino,Hispanic/Latino,NA,2015-11-09,Laredo,TX,78045,Webb,Laredo Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,48479001725,"Census Tract 17.25, Webb County, Texas",76983,24546,6936,1441,306,175,0,20,148,115,6409,1429,3,3,4th Quintile,4,5,5,6,7,7,11,14,34,135,68,0.04411764705882353,0,0.021337946943483274,0.9240196078431373,Hispanic/Latino
16866,White,White,NA,2015-11-06,Deltona,FL,32738,Volusia,DeLand Police Department,Gunshot,Unarmed,None,Sudden threatening movement,Not fleeing,Deadly force,12127091031,"Census Tract 910.31, Volusia County, Florida",53548,16376,5193,614,3361,625,455,358,47,48,1227,532,2,2,2nd Quintile,2,3,3,3,4,4,6,8,19,73,37,0.6472174080492972,0.08761794723666474,0.009050645099171962,0.2362796071634893,White
16867,White,White,NA,2015-11-06,Portland,OR,97210,Multnomah,Portland Police Bureau,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,41051004800,"Census Tract 48, Multnomah County, Oregon",46290,6396,2788,333,2207,321,58,53,186,113,187,106,1,1,2nd Quintile,2,2,2,2,3,3,4,5,13,50,25,0.7916068866571019,0.02080344332855093,0.0667144906743185,0.06707317073170732,White
16868,White,White,NA,2015-11-06,Wadesboro,NC,28170,Anson,Anson County Sheriff's Office,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,37007920400,"Census Tract 9204, Anson County, North Carolina",26077,1879,3388,455,622,121,2724,453,0,13,0,13,1,1,1st Quintile,1,1,1,1,1,1,1,1,2,7,4,0.18358913813459268,0.8040141676505312,0,0,Black
16869,White,White,NA,2015-11-06,Las Vegas,NV,89123,Clark,Clark County School District Police Department,Gunshot,Armed,Vehicle,Intentional vehicular assault,Uncertain,Deadly force,32003002830,"Census Tract 28.30, Clark County, Nevada",57076,10146,6755,1207,3430,1029,312,198,1036,456,1563,528,2,2,3rd Quintile,3,3,3,4,4,5,7,9,22,85,43,0.5077720207253886,0.0461880088823094,0.1533678756476684,0.2313841598815692,White
16860,White,White,NA,2015-11-05,Goose Creek,SC,29445,Berkeley,Berkeley County Sheriff's Office,Gunshot,Armed,Firearm/Gun,Brandished weapon,Not fleeing,Deadly force,45015020810,"Census Tract 208.10, Berkeley County, South Carolina",63261,9148,4415,571,2167,541,973,228,179,143,892,303,2,3,3rd Quintile,3,4,4,5,5,6,8,11,26,103,52,0.4908267270668177,0.2203850509626274,0.040543601359003395,0.20203850509626273,NA
16861,White,White,NA,2015-11-05,Hominy,OK,74035,Osage,Skiatook Police Department,Gunshot,Armed,Firearm/Gun,Brandished weapon,Fleeing/Vehicle,Deadly force,40113940001,"Census Tract 9400.01, Osage County, Oklahoma",41538,7012,5352,243,3200,320,360,85,0,14,331,104,1,1,1st Quintile,1,2,2,2,2,2,3,4,9,36,18,0.5979073243647235,0.06726457399103139,0,0.061846038863976084,White
16862,White,White,NA,2015-11-05,Morgantown,WV,26505,Monongalia,Monongalia County Sheriff's Office,Gunshot,Armed,Firearm/Shotgun,Brandished weapon,Not fleeing,Deadly force,54061010700,"Census Tract 107, Monongalia County, West Virginia",41991,19986,3591,556,2812,440,372,362,44,80,145,145,1,1,1st Quintile,1,2,2,2,2,2,3,4,10,38,19,0.783068783068783,0.1035923141186299,0.012252854358117515,0.0403787245892509,White
16863,White,White,NA,2015-11-05,Lakeshire,MO,63123,St. Louis,"Lakeshire Police Department, St. Louis County Police Department",Gunshot,Armed,Blunt object/Hammer,Advanced toward officer(s),Not fleeing,Deadly force,29189220701,"Census Tract 2207.01, St. Louis County, Missouri",58627,5180,3269,265,3171,270,22,21,19,17,25,21,2,2,3rd Quintile,3,3,4,4,4,5,7,9,23,89,45,0.9700214132762313,0.00672988681553992,0.005812174977057204,0.007647598654022637,White
